 12:18:01 up 10 days, 21:08,  1 user,  load average: 0.43, 0.33, 0.27
 23:13:29 up 10:39,  0 users,  load average: 41.90, 42.07, 42.32
 23:14:20 up 10:40,  0 users,  load average: 41.29, 41.85, 42.23
 23:15:17 up 10:41,  0 users,  load average: 41.23, 41.70, 42.16
 23:16:12 up 10:42,  0 users,  load average: 40.70, 41.49, 42.06
 23:17:22 up 10:43,  0 users,  load average: 40.69, 41.28, 41.94
 23:18:22 up 10:44,  0 users,  load average: 40.16, 40.95, 41.79
 23:19:34 up 10:45,  0 users,  load average: 41.14, 40.94, 41.71
 23:20:49 up 10:46,  0 users,  load average: 40.57, 40.75, 41.58
 23:21:38 up 10:47,  0 users,  load average: 42.48, 41.16, 41.67
 23:22:17 up 10:48,  0 users,  load average: 43.86, 41.66, 41.82
 23:23:40 up 10:49,  0 users,  load average: 43.05, 41.86, 41.87
 23:24:19 up 10:50,  1 user,  load average: 43.16, 42.01, 41.92
 23:25:21 up 10:51,  1 user,  load average: 42.62, 42.11, 41.96
 23:27:01 up 1 min,  1 user,  load average: 0.49, 0.18, 0.06
 00:00:01 up 34 min,  1 user,  load average: 0.05, 0.18, 0.21
 00:00:01 up 34 min,  1 user,  load average: 0.05, 0.18, 0.21
 01:00:01 up  1:34,  2 users,  load average: 0.20, 0.22, 0.24
 02:00:01 up  2:34,  0 users,  load average: 0.44, 0.26, 0.24
 02:00:01 up  2:34,  0 users,  load average: 0.44, 0.26, 0.24
 03:00:01 up  3:34,  0 users,  load average: 0.68, 0.37, 0.28
 04:00:02 up  4:34,  0 users,  load average: 0.41, 0.26, 0.29
 04:00:02 up  4:34,  0 users,  load average: 0.41, 0.26, 0.29
 05:00:02 up  5:34,  0 users,  load average: 0.18, 0.23, 0.23
 06:00:01 up  6:34,  0 users,  load average: 0.16, 0.25, 0.24
 06:00:01 up  6:34,  0 users,  load average: 0.16, 0.25, 0.24
 07:00:01 up  7:34,  0 users,  load average: 0.25, 0.27, 0.31
 08:00:01 up  8:34,  0 users,  load average: 0.30, 0.29, 0.25
 08:00:01 up  8:34,  0 users,  load average: 0.30, 0.29, 0.25
 09:00:01 up  9:34,  0 users,  load average: 0.62, 0.62, 0.44
 10:00:02 up 10:34,  0 users,  load average: 0.11, 0.25, 0.25
 10:00:02 up 10:34,  0 users,  load average: 0.11, 0.25, 0.25
 11:00:01 up 11:34,  0 users,  load average: 0.66, 0.36, 0.31
 12:00:01 up 12:34,  0 users,  load average: 0.05, 0.34, 0.43
 12:00:01 up 12:34,  0 users,  load average: 0.05, 0.34, 0.43
 13:00:01 up 13:34,  0 users,  load average: 0.08, 0.17, 0.24
 14:00:01 up 14:34,  0 users,  load average: 0.28, 0.24, 0.23
 14:00:01 up 14:34,  0 users,  load average: 0.28, 0.24, 0.23
 15:00:01 up 15:34,  0 users,  load average: 0.26, 0.25, 0.23
 16:00:01 up 16:34,  0 users,  load average: 0.11, 0.18, 0.22
 16:00:01 up 16:34,  0 users,  load average: 0.11, 0.18, 0.22
 17:00:01 up 17:34,  0 users,  load average: 0.19, 0.22, 0.23
 19:00:02 up 19:34,  0 users,  load average: 0.60, 0.38, 0.34
 20:00:01 up 20:34,  0 users,  load average: 0.30, 0.33, 0.30
 20:00:01 up 20:34,  0 users,  load average: 0.30, 0.33, 0.30
 21:00:01 up 21:34,  0 users,  load average: 0.54, 0.30, 0.30
 22:00:01 up 22:34,  0 users,  load average: 0.18, 0.19, 0.22
 22:00:01 up 22:34,  0 users,  load average: 0.18, 0.19, 0.22
 23:00:01 up 23:34,  0 users,  load average: 0.14, 0.26, 0.35
 00:00:01 up 1 day, 34 min,  0 users,  load average: 0.12, 0.24, 0.24
 00:00:01 up 1 day, 34 min,  0 users,  load average: 0.12, 0.24, 0.24
 01:00:01 up 1 day,  1:34,  0 users,  load average: 0.13, 0.22, 0.25
 02:00:01 up 1 day,  2:34,  0 users,  load average: 0.16, 0.10, 0.16
 02:00:01 up 1 day,  2:34,  0 users,  load average: 0.16, 0.10, 0.16
 03:00:02 up 1 day,  3:34,  0 users,  load average: 0.03, 0.24, 0.29
 04:00:01 up 1 day,  4:34,  0 users,  load average: 0.36, 0.30, 0.27
 04:00:01 up 1 day,  4:34,  0 users,  load average: 0.36, 0.30, 0.27
 05:00:01 up 1 day,  5:34,  0 users,  load average: 0.15, 0.19, 0.25
 06:00:01 up 1 day,  6:34,  0 users,  load average: 0.54, 0.40, 0.30
 06:00:01 up 1 day,  6:34,  0 users,  load average: 0.54, 0.40, 0.30
 07:00:01 up 1 day,  7:34,  0 users,  load average: 0.10, 0.21, 0.22
 08:00:01 up 1 day,  8:34,  0 users,  load average: 0.32, 0.29, 0.26
 08:00:01 up 1 day,  8:34,  0 users,  load average: 0.32, 0.29, 0.26
 09:00:01 up 1 day,  9:34,  0 users,  load average: 0.12, 0.14, 0.19
 10:00:01 up 1 day, 10:34,  0 users,  load average: 0.31, 0.23, 0.24
 10:00:01 up 1 day, 10:34,  0 users,  load average: 0.31, 0.23, 0.24
 11:00:01 up 1 day, 11:34,  0 users,  load average: 0.40, 0.27, 0.29
 12:00:01 up 1 day, 12:34,  0 users,  load average: 0.22, 0.25, 0.26
 12:00:01 up 1 day, 12:34,  0 users,  load average: 0.22, 0.25, 0.26
 13:00:01 up 1 day, 13:34,  0 users,  load average: 0.19, 0.22, 0.23
 14:00:01 up 1 day, 14:34,  0 users,  load average: 0.19, 0.27, 0.28
 14:00:01 up 1 day, 14:34,  0 users,  load average: 0.19, 0.27, 0.28
 15:00:01 up 1 day, 15:34,  0 users,  load average: 0.25, 0.27, 0.32
 16:00:01 up 1 day, 16:34,  0 users,  load average: 0.22, 0.26, 0.26
 16:00:01 up 1 day, 16:34,  0 users,  load average: 0.22, 0.26, 0.26
 17:00:01 up 1 day, 17:34,  2 users,  load average: 0.15, 0.17, 0.22
 18:00:01 up 1 day, 18:34,  1 user,  load average: 0.20, 0.20, 0.22
 18:00:01 up 1 day, 18:34,  1 user,  load average: 0.20, 0.20, 0.22
 19:00:01 up 23 min,  1 user,  load average: 0.28, 0.32, 0.31
 20:00:01 up  1:23,  1 user,  load average: 0.28, 0.27, 0.32
 20:00:01 up  1:23,  1 user,  load average: 0.28, 0.27, 0.32
 21:00:01 up  2:23,  1 user,  load average: 0.57, 0.33, 0.27
 22:00:01 up  3:23,  1 user,  load average: 0.01, 0.14, 0.25
 22:00:01 up  3:23,  1 user,  load average: 0.01, 0.14, 0.25
 23:00:01 up  4:23,  0 users,  load average: 0.03, 0.13, 0.22
 00:00:01 up  5:23,  0 users,  load average: 0.43, 0.29, 0.30
 00:00:01 up  5:23,  0 users,  load average: 0.43, 0.29, 0.30
 01:00:01 up  6:23,  0 users,  load average: 0.64, 0.46, 0.37
 02:00:01 up  7:23,  0 users,  load average: 0.14, 0.27, 0.30
 02:00:01 up  7:23,  0 users,  load average: 0.14, 0.27, 0.30
 03:00:01 up  8:23,  0 users,  load average: 0.44, 0.36, 0.37
 04:00:01 up  9:23,  0 users,  load average: 0.57, 0.79, 0.78
 04:00:01 up  9:23,  0 users,  load average: 0.57, 0.79, 0.78
 05:00:01 up 10:23,  0 users,  load average: 0.13, 0.23, 0.29
 06:00:02 up 11:23,  0 users,  load average: 0.20, 0.26, 0.33
 06:00:02 up 11:23,  0 users,  load average: 0.20, 0.26, 0.33
 07:00:01 up 12:23,  0 users,  load average: 0.53, 0.32, 0.28
 08:00:01 up 13:23,  0 users,  load average: 0.07, 0.30, 0.31
 08:00:01 up 13:23,  0 users,  load average: 0.07, 0.30, 0.31
 09:00:01 up 14:23,  0 users,  load average: 0.15, 0.20, 0.23
 10:00:01 up 15:23,  2 users,  load average: 0.34, 0.26, 0.25
 10:00:01 up 15:23,  2 users,  load average: 0.34, 0.26, 0.25
 11:00:02 up 16:23,  2 users,  load average: 0.31, 0.20, 0.24
 12:00:01 up 17:23,  2 users,  load average: 0.20, 0.17, 0.21
 12:00:01 up 17:23,  2 users,  load average: 0.20, 0.17, 0.21
 13:00:01 up 18:23,  2 users,  load average: 0.33, 0.25, 0.27
 14:00:01 up 19:23,  2 users,  load average: 0.03, 0.23, 0.29
 14:00:01 up 19:23,  2 users,  load average: 0.03, 0.23, 0.29
 15:00:02 up 20:23,  1 user,  load average: 0.26, 0.28, 0.31
 16:00:02 up 21:23,  1 user,  load average: 0.87, 0.55, 0.37
 16:00:02 up 21:23,  1 user,  load average: 0.87, 0.55, 0.37
 17:00:01 up 22:23,  1 user,  load average: 0.29, 0.28, 0.27
 18:00:01 up 23:23,  2 users,  load average: 0.47, 0.38, 0.39
 18:00:01 up 23:23,  2 users,  load average: 0.47, 0.38, 0.39
 19:00:01 up 1 day, 23 min,  2 users,  load average: 0.05, 0.28, 0.36
 20:00:02 up 1 day,  1:23,  1 user,  load average: 0.19, 0.21, 0.22
 20:00:02 up 1 day,  1:23,  1 user,  load average: 0.19, 0.21, 0.22
 21:00:01 up 1 day,  2:23,  1 user,  load average: 0.22, 0.20, 0.22
 21:00:01 up 1 day,  2:23,  1 user,  load average: 0.22, 0.20, 0.22
 22:00:01 up 1 day,  3:23,  1 user,  load average: 0.34, 0.23, 0.24
 22:00:01 up 1 day,  3:23,  1 user,  load average: 0.34, 0.23, 0.24
 22:00:01 up 1 day,  3:23,  1 user,  load average: 0.34, 0.23, 0.24
 23:00:01 up 1 day,  4:23,  0 users,  load average: 1.00, 0.44, 0.32
 23:00:01 up 1 day,  4:23,  0 users,  load average: 1.00, 0.44, 0.32
 00:00:01 up 1 day,  5:23,  0 users,  load average: 0.22, 0.18, 0.21
 00:00:01 up 1 day,  5:23,  0 users,  load average: 0.22, 0.18, 0.21
 00:00:01 up 1 day,  5:23,  0 users,  load average: 0.22, 0.18, 0.21
 01:00:01 up 1 day,  6:23,  0 users,  load average: 0.08, 0.24, 0.29
 01:00:01 up 1 day,  6:23,  0 users,  load average: 0.08, 0.24, 0.29
 02:00:02 up 1 day,  7:23,  0 users,  load average: 0.45, 0.52, 0.44
 02:00:02 up 1 day,  7:23,  0 users,  load average: 0.45, 0.52, 0.44
 02:00:02 up 1 day,  7:23,  0 users,  load average: 0.45, 0.52, 0.44
 03:00:01 up 1 day,  8:23,  0 users,  load average: 0.19, 0.19, 0.27
 03:00:01 up 1 day,  8:23,  0 users,  load average: 0.19, 0.19, 0.27
 04:00:01 up 1 day,  9:23,  0 users,  load average: 0.28, 0.39, 0.36
 04:00:01 up 1 day,  9:23,  0 users,  load average: 0.28, 0.39, 0.36
 04:00:01 up 1 day,  9:23,  0 users,  load average: 0.28, 0.39, 0.36
 05:00:01 up 1 day, 10:23,  0 users,  load average: 0.01, 0.15, 0.24
 05:00:01 up 1 day, 10:23,  0 users,  load average: 0.01, 0.15, 0.24
 06:00:01 up 1 day, 11:23,  0 users,  load average: 0.39, 0.35, 0.33
 06:00:02 up 1 day, 11:23,  0 users,  load average: 0.39, 0.35, 0.33
 06:00:02 up 1 day, 11:23,  0 users,  load average: 0.39, 0.35, 0.33
 07:00:01 up 1 day, 12:23,  0 users,  load average: 0.14, 0.31, 0.37
 07:00:01 up 1 day, 12:23,  0 users,  load average: 0.14, 0.31, 0.37
 08:00:02 up 1 day, 13:23,  0 users,  load average: 0.46, 0.27, 0.25
 08:00:02 up 1 day, 13:23,  0 users,  load average: 0.46, 0.27, 0.25
 08:00:02 up 1 day, 13:23,  0 users,  load average: 0.46, 0.27, 0.25
 09:00:01 up 1 day, 14:23,  0 users,  load average: 0.47, 0.41, 0.32
 09:00:01 up 1 day, 14:23,  0 users,  load average: 0.47, 0.41, 0.32
 10:00:01 up 1 day, 15:23,  0 users,  load average: 0.50, 0.44, 0.37
 10:00:01 up 1 day, 15:23,  0 users,  load average: 0.50, 0.44, 0.37
 10:00:01 up 1 day, 15:23,  0 users,  load average: 0.50, 0.44, 0.37
 11:00:01 up 1 day, 16:23,  0 users,  load average: 0.15, 0.23, 0.30
 11:00:01 up 1 day, 16:23,  0 users,  load average: 0.15, 0.23, 0.30
 12:00:02 up 1 day, 17:23,  0 users,  load average: 0.19, 0.30, 0.27
 12:00:02 up 1 day, 17:23,  0 users,  load average: 0.19, 0.30, 0.27
 12:00:02 up 1 day, 17:23,  0 users,  load average: 0.19, 0.30, 0.27
 13:00:01 up 1 day, 18:23,  0 users,  load average: 0.25, 0.38, 0.36
 13:00:01 up 1 day, 18:23,  0 users,  load average: 0.25, 0.38, 0.36
 14:00:01 up 1 day, 19:23,  1 user,  load average: 0.76, 0.42, 0.35
 14:00:01 up 1 day, 19:23,  1 user,  load average: 0.76, 0.42, 0.35
 14:00:01 up 1 day, 19:23,  1 user,  load average: 0.76, 0.42, 0.35
 15:00:01 up 1 day, 20:23,  1 user,  load average: 0.04, 0.19, 0.24
 15:00:01 up 1 day, 20:23,  1 user,  load average: 0.04, 0.19, 0.24
 16:00:02 up 1 day, 21:23,  1 user,  load average: 0.08, 0.19, 0.22
 16:00:02 up 1 day, 21:23,  1 user,  load average: 0.08, 0.19, 0.22
 16:00:02 up 1 day, 21:23,  1 user,  load average: 0.08, 0.19, 0.22
 17:00:01 up 1 day, 22:23,  4 users,  load average: 0.19, 0.24, 0.23
 17:00:01 up 1 day, 22:23,  4 users,  load average: 0.19, 0.24, 0.23
 18:00:01 up 1 day, 23:23,  3 users,  load average: 0.41, 0.38, 0.34
 18:00:01 up 1 day, 23:23,  3 users,  load average: 0.41, 0.38, 0.34
 18:00:01 up 1 day, 23:23,  3 users,  load average: 0.41, 0.38, 0.34
 19:00:02 up 2 days, 23 min,  2 users,  load average: 0.22, 0.27, 0.25
 19:00:02 up 2 days, 23 min,  2 users,  load average: 0.22, 0.27, 0.25
 19:00:02 up 2 days, 23 min,  2 users,  load average: 0.22, 0.27, 0.25
 19:00:02 up 2 days, 23 min,  2 users,  load average: 0.22, 0.27, 0.25
 20:00:01 up 2 days,  1:23,  2 users,  load average: 0.87, 0.41, 0.30
 20:00:01 up 2 days,  1:23,  2 users,  load average: 0.87, 0.41, 0.30
 20:00:01 up 2 days,  1:23,  2 users,  load average: 0.87, 0.41, 0.30
 20:00:01 up 2 days,  1:23,  2 users,  load average: 0.87, 0.41, 0.30
 21:00:02 up 2 days,  2:23,  1 user,  load average: 1.00, 0.37, 0.27
 21:00:02 up 2 days,  2:23,  1 user,  load average: 1.00, 0.37, 0.27
 21:00:02 up 2 days,  2:23,  1 user,  load average: 1.00, 0.37, 0.27
 21:00:02 up 2 days,  2:23,  1 user,  load average: 1.00, 0.37, 0.27
 22:00:01 up 2 days,  3:23,  1 user,  load average: 0.03, 0.21, 0.24
 22:00:01 up 2 days,  3:23,  1 user,  load average: 0.03, 0.21, 0.24
 22:00:01 up 2 days,  3:23,  1 user,  load average: 0.03, 0.21, 0.24
 22:00:01 up 2 days,  3:23,  1 user,  load average: 0.03, 0.21, 0.24
 23:00:01 up 2 days,  4:23,  1 user,  load average: 0.23, 0.39, 0.38
 23:00:01 up 2 days,  4:23,  1 user,  load average: 0.23, 0.39, 0.38
 23:00:01 up 2 days,  4:23,  1 user,  load average: 0.23, 0.39, 0.38
 23:00:01 up 2 days,  4:23,  1 user,  load average: 0.23, 0.39, 0.38
 00:00:02 up 2 days,  5:23,  1 user,  load average: 0.22, 0.41, 0.42
 00:00:02 up 2 days,  5:23,  1 user,  load average: 0.22, 0.41, 0.42
 00:00:02 up 2 days,  5:23,  1 user,  load average: 0.22, 0.41, 0.42
 00:00:02 up 2 days,  5:23,  1 user,  load average: 0.22, 0.41, 0.42
 01:00:02 up 2 days,  6:23,  2 users,  load average: 0.31, 0.26, 0.24
 01:00:02 up 2 days,  6:23,  2 users,  load average: 0.31, 0.26, 0.24
 01:00:02 up 2 days,  6:23,  2 users,  load average: 0.31, 0.26, 0.24
 01:00:02 up 2 days,  6:23,  2 users,  load average: 0.31, 0.26, 0.24
 02:00:01 up 2 days,  7:23,  1 user,  load average: 0.31, 0.32, 0.32
 02:00:01 up 2 days,  7:23,  1 user,  load average: 0.31, 0.32, 0.32
 02:00:01 up 2 days,  7:23,  1 user,  load average: 0.31, 0.32, 0.32
 02:00:01 up 2 days,  7:23,  1 user,  load average: 0.31, 0.32, 0.32
 03:00:01 up 2 days,  8:23,  0 users,  load average: 1.12, 0.53, 0.40
 03:00:01 up 2 days,  8:23,  0 users,  load average: 1.12, 0.53, 0.40
 03:00:01 up 2 days,  8:23,  0 users,  load average: 1.12, 0.53, 0.40
 03:00:01 up 2 days,  8:23,  0 users,  load average: 1.12, 0.53, 0.40
 04:00:01 up 2 days,  9:23,  0 users,  load average: 0.26, 0.27, 0.31
 04:00:01 up 2 days,  9:23,  0 users,  load average: 0.26, 0.27, 0.31
 04:00:01 up 2 days,  9:23,  0 users,  load average: 0.26, 0.27, 0.31
 04:00:01 up 2 days,  9:23,  0 users,  load average: 0.26, 0.27, 0.31
